"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2021年1月20日","29,962.47","29,794.41","29,993.47","29,676.54","3.94B","1.08%"
"2021年1月19日","29,642.28","29,100.17","29,848.43","29,100.17","4.57B","2.70%"
"2021年1月18日","28,862.77","28,454.59","28,864.25","28,390.29","2.96B","1.01%"
"2021年1月15日","28,573.86","28,394.37","28,667.59","28,294.66","4.49B","0.27%"
"2021年1月14日","28,496.86","28,408.12","28,510.92","28,280.09","3.21B","0.93%"
"2021年1月13日","28,235.60","28,309.32","28,414.54","28,136.64","3.56B","-0.15%"
"2021年1月12日","28,276.75","27,894.29","28,276.75","27,781.42","3.40B","1.32%"
"2021年1月11日","27,908.22","28,003.98","28,176.65","27,794.81","4.37B","0.11%"
"2021年1月8日","27,878.22","27,630.03","27,920.77","27,538.20","5.67B","1.20%"
"2021年1月7日","27,548.52","27,715.94","27,752.36","27,457.47","3.78B","-0.52%"
"2021年1月6日","27,692.30","27,613.34","27,756.43","27,389.78","3.08B","0.15%"
"2021年1月5日","27,649.86","27,281.34","27,690.21","27,150.38","3.28B","0.64%"
"2021年1月4日","27,472.81","27,087.13","27,502.83","27,079.24","2.87B","0.89%"
"2020年12月31日","27,231.13","27,194.79","27,340.99","27,163.51","2.05B","0.31%"
"2020年12月30日","27,147.11","26,695.11","27,159.47","26,670.97","2.55B","2.18%"
"2020年12月29日","26,568.49","26,490.45","26,618.78","26,432.91","2.30B","0.96%"
"2020年12月28日","26,314.63","26,288.37","26,514.08","26,264.32","2.67B","-0.27%"
"2020年12月24日","26,386.56","26,342.87","26,470.40","26,221.30","1.30B","0.16%"
"2020年12月23日","26,343.10","26,083.11","26,343.10","26,071.76","2.01B","0.86%"
"2020年12月22日","26,119.25","26,260.78","26,365.20","25,998.87","1.75B","-0.71%"
"2020年12月21日","26,306.68","26,422.62","26,498.65","26,274.65","2.04B","-0.72%"
"2020年12月18日","26,498.60","26,650.49","26,668.10","26,363.05","3.08B","-0.67%"
"2020年12月17日","26,678.38","26,608.44","26,678.38","26,390.59","2.26B","0.82%"
"2020年12月16日","26,460.29","26,421.21","26,510.19","26,318.74","2.04B","0.97%"
"2020年12月15日","26,207.29","26,418.93","26,436.04","26,127.68","2.59B","-0.69%"
"2020年12月14日","26,389.52","26,522.10","26,544.12","26,318.11","2.21B","-0.44%"
"2020年12月11日","26,505.87","26,634.21","26,704.01","26,443.01","2.50B","0.36%"
"2020年12月10日","26,410.59","26,335.26","26,434.47","26,287.02","-","-0.35%"
"2020年12月9日","26,502.84","26,510.42","26,666.94","26,445.66","2.54B","0.75%"
"2020年12月8日","26,304.56","26,460.35","26,460.35","26,270.91","2.54B","-0.76%"
"2020年12月7日","26,506.85","26,870.58","26,870.58","26,256.40","2.81B","-1.23%"
"2020年12月4日","26,835.92","26,811.59","26,835.92","26,652.34","3.21B","0.40%"
"2020年12月3日","26,728.50","26,623.42","26,781.99","26,556.02","2.83B","0.74%"
"2020年12月2日","26,532.58","26,670.12","26,670.12","26,379.48","3.70B","-0.13%"
"2020年12月1日","26,567.68","26,422.71","26,662.18","26,375.24","3.56B","0.86%"
"2020年11月30日","26,341.49","26,853.39","26,960.93","26,322.68","5.74B","-2.06%"
"2020年11月27日","26,894.68","26,758.49","27,009.15","26,704.60","2.73B","0.28%"
"2020年11月26日","26,819.45","26,695.25","26,819.45","26,612.00","1.98B","0.56%"
"2020年11月25日","26,669.75","26,819.96","27,040.41","26,591.30","2.86B","0.31%"
"2020年11月24日","26,588.20","26,630.34","26,630.34","26,409.77","2.01B","0.39%"
"2020年11月23日","26,486.20","26,659.79","26,662.66","26,369.34","2.24B","0.13%"
"2020年11月20日","26,451.54","26,406.87","26,564.25","26,313.28","2.15B","0.36%"
"2020年11月19日","26,356.97","26,460.61","26,460.61","26,311.64","2.41B","-0.71%"
"2020年11月18日","26,544.29","26,434.24","26,618.01","26,344.86","2.29B","0.49%"
"2020年11月17日","26,415.09","26,515.09","26,530.54","26,339.88","2.39B","0.13%"
"2020年11月16日","26,381.67","26,362.07","26,394.40","26,191.54","2.09B","0.86%"
"2020年11月13日","26,156.86","26,114.60","26,156.86","25,909.18","2.44B","-0.05%"
"2020年11月12日","26,169.38","26,409.34","26,460.94","26,071.15","2.68B","-0.22%"
"2020年11月11日","26,226.98","26,226.80","26,432.56","26,168.63","4.12B","-0.28%"
"2020年11月10日","26,301.48","26,474.04","26,474.04","26,041.87","3.85B","1.10%"
"2020年11月9日","26,016.17","26,157.77","26,172.23","25,950.41","2.35B","1.18%"
"2020年11月6日","25,712.97","25,750.78","25,799.97","25,540.98","2.37B","0.07%"
"2020年11月5日","25,695.92","25,500.91","25,695.92","25,343.44","2.62B","3.25%"
"2020年11月4日","24,886.14","24,790.00","25,093.72","24,733.23","2.31B","-0.21%"
"2020年11月3日","24,939.73","24,689.56","25,048.53","24,689.51","2.24B","1.96%"
"2020年11月2日","24,460.01","24,274.83","24,486.02","24,232.66","2.36B","1.46%"
"2020年10月30日","24,107.42","24,535.90","24,600.54","24,029.95","2.54B","-1.95%"
"2020年10月29日","24,586.60","24,290.01","24,678.90","24,258.56","1.94B","-0.49%"
"2020年10月28日","24,708.80","24,773.54","24,844.79","24,586.06","2.01B","-0.32%"
"2020年10月27日","24,787.19","24,839.97","24,872.52","24,602.11","2.44B","-0.53%"
"2020年10月23日","24,918.78","24,773.12","24,970.59","24,683.25","2.37B","0.54%"
"2020年10月22日","24,786.13","24,696.31","24,817.01","24,556.55","2.49B","0.13%"
"2020年10月21日","24,754.42","24,695.54","24,903.00","24,653.16","1.93B","0.75%"
"2020年10月20日","24,569.54","24,571.64","24,600.39","24,456.84","1.88B","0.11%"
"2020年10月19日","24,542.26","24,565.43","24,771.85","24,478.47","3.61B","0.64%"
"2020年10月16日","24,386.79","24,194.41","24,456.97","24,194.41","2.70B","0.94%"
"2020年10月15日","24,158.54","24,533.75","24,573.25","24,102.21","2.13B","-2.06%"
"2020年10月14日","24,667.09","24,808.85","24,808.85","24,498.94","2.55B","0.28%"
"2020年10月13日","24,597.50","24,614.76","24,740.24","24,524.26","-","-0.21%"
"2020年10月12日","24,649.68","24,217.25","24,702.81","24,196.80","2.43B","2.20%"
"2020年10月9日","24,119.13","24,343.81","24,343.81","24,059.29","1.36B","-0.31%"
"2020年10月8日","24,193.35","24,263.33","24,263.33","24,021.93","1.18B","-0.20%"
"2020年10月7日","24,242.86","23,999.79","24,243.91","23,905.42","1.54B","1.09%"
"2020年10月6日","23,980.65","23,895.21","24,005.03","23,842.25","1.33B","0.90%"
"2020年10月5日","23,767.78","24,039.39","24,039.39","23,674.52","1.42B","1.32%"
"2020年9月30日","23,459.05","23,548.89","23,780.87","23,368.49","1.45B","0.79%"
"2020年9月29日","23,275.53","23,584.61","23,601.40","23,256.92","1.53B","-0.85%"
"2020年9月28日","23,476.05","23,284.09","23,523.81","23,250.34","1.45B","1.04%"
"2020年9月25日","23,235.42","23,425.75","23,495.26","23,124.25","1.79B","-0.32%"
"2020年9月24日","23,311.07","23,537.83","23,590.42","23,225.33","1.91B","-1.82%"
"2020年9月23日","23,742.51","23,701.12","23,795.19","23,559.99","1.64B","0.11%"
"2020年9月22日","23,716.85","23,839.67","23,908.51","23,675.62","1.55B","-0.98%"
"2020年9月21日","23,950.69","24,483.91","24,542.55","23,928.02","1.60B","-2.06%"
"2020年9月18日","24,455.41","24,381.13","24,501.16","24,295.01","2.30B","0.47%"
"2020年9月17日","24,340.85","24,676.41","24,713.79","24,250.90","1.63B","-1.56%"
"2020年9月16日","24,725.63","24,823.96","24,829.87","24,635.24","1.30B","-0.03%"
"2020年9月15日","24,732.76","24,621.65","24,826.87","24,621.65","1.73B","0.38%"
"2020年9月14日","24,640.28","24,569.03","24,750.95","24,556.52","1.09B","0.56%"
"2020年9月11日","24,503.31","24,352.63","24,572.66","24,293.03","1.31B","0.78%"
"2020年9月10日","24,313.54","24,584.94","24,615.60","24,293.21","1.35B","-0.64%"
"2020年9月9日","24,468.93","24,295.42","24,520.92","24,213.36","1.75B","-0.63%"
"2020年9月8日","24,624.34","24,785.26","24,785.26","24,341.32","2.07B","0.14%"
"2020年9月7日","24,589.65","24,621.02","24,908.29","24,475.61","1.68B","-0.43%"
"2020年9月4日","24,695.45","24,668.80","24,813.96","24,488.64","3.39B","-1.25%"
"2020年9月3日","25,007.60","25,026.99","25,216.02","24,854.58","2.01B","-0.45%"
"2020年9月2日","25,120.09","25,239.86","25,239.86","24,931.17","2.35B","-0.26%"
"2020年9月1日","25,184.85","25,085.67","25,254.14","24,995.45","1.73B","0.03%"
"2020年8月31日","25,177.05","25,732.49","25,847.11","25,177.05","3.20B","-0.96%"
"2020年8月28日","25,422.06","25,330.77","25,749.40","25,258.16","2.07B","0.56%"
"2020年8月27日","25,281.15","25,469.77","25,469.77","25,186.42","1.70B","-0.83%"
"2020年8月26日","25,491.79","25,520.41","25,603.17","25,360.03","1.32B","0.02%"
"2020年8月25日","25,486.22","25,586.99","25,621.08","25,352.26","1.35B","-0.26%"
"2020年8月24日","25,551.58","25,352.79","25,551.58","25,325.15","1.35B","1.74%"
"2020年8月21日","25,113.84","25,007.13","25,178.79","24,885.86","1.21B","1.30%"
"2020年8月20日","24,791.39","25,055.35","25,055.35","24,621.32","2.00B","-1.54%"
"2020年8月19日","25,178.91","25,359.03","25,382.51","25,079.25","1.13B","-0.74%"
"2020年8月18日","25,367.38","25,470.97","25,470.97","25,257.88","1.53B","0.08%"
"2020年8月17日","25,347.34","25,212.28","25,588.67","25,163.29","1.96B","0.65%"
"2020年8月14日","25,183.01","25,072.45","25,378.53","25,040.55","1.43B","-0.19%"
"2020年8月13日","25,230.67","25,490.02","25,490.02","25,144.46","1.76B","-0.05%"
"2020年8月12日","25,244.02","24,868.63","25,291.80","24,685.44","1.76B","1.42%"
"2020年8月11日","24,890.68","24,662.04","25,031.57","24,662.04","1.63B","2.11%"
"2020年8月10日","24,377.43","24,376.82","24,536.01","24,272.67","1.26B","-0.63%"
"2020年8月7日","24,531.62","24,909.37","24,909.37","24,167.79","1.61B","-1.60%"
"2020年8月6日","24,930.58","25,201.44","25,201.44","24,641.09","1.60B","-0.69%"
"2020年8月5日","25,102.54","25,029.39","25,167.22","24,868.29","1.48B","0.62%"
"2020年8月4日","24,946.63","24,664.60","25,062.41","24,539.44","1.91B","2.00%"
"2020年8月3日","24,458.13","24,566.81","24,647.28","24,250.98","2.01B","-0.56%"
"2020年7月31日","24,595.35","24,747.29","24,938.85","24,534.79","1.76B","-0.47%"
"2020年7月30日","24,710.59","24,979.24","25,197.31","24,616.05","1.78B","-0.69%"
"2020年7月29日","24,883.14","24,710.51","24,905.44","24,671.51","1.08B","0.45%"
"2020年7月28日","24,772.76","24,942.74","24,942.74","24,642.35","1.36B","0.69%"
"2020年7月27日","24,603.26","24,909.96","24,972.46","24,526.91","1.49B","-0.41%"
"2020年7月24日","24,705.33","25,040.76","25,101.10","24,598.46","3.03B","-2.21%"
"2020年7月23日","25,263.00","25,235.90","25,346.36","24,992.37","1.91B","0.82%"
"2020年7月22日","25,057.94","25,575.25","25,779.66","25,057.94","2.39B","-2.25%"
"2020年7月21日","25,635.66","25,427.06","25,635.66","25,378.38","1.75B","2.31%"
"2020年7月20日","25,057.99","25,019.60","25,222.11","24,766.17","1.65B","-0.12%"
"2020年7月17日","25,089.17","25,142.06","25,263.97","25,015.28","1.36B","0.47%"
"2020年7月16日","24,970.69","25,549.40","25,576.49","24,919.95","1.94B","-2.00%"
"2020年7月15日","25,481.58","25,888.78","25,888.78","25,299.36","1.85B","0.01%"
"2020年7月14日","25,477.89","25,663.16","25,663.16","25,254.32","2.18B","-1.14%"
"2020年7月13日","25,772.12","25,848.80","26,103.84","25,715.24","2.13B","0.17%"
"2020年7月10日","25,727.41","25,931.78","26,137.91","25,570.36","2.14B","-1.84%"
"2020年7月9日","26,210.16","26,351.13","26,374.94","26,016.75","2.45B","0.31%"
"2020年7月8日","26,129.18","26,078.61","26,299.84","25,849.78","2.58B","0.59%"
"2020年7月7日","25,975.66","26,571.08","26,782.62","25,911.74","3.91B","-1.38%"
"2020年7月6日","26,339.16","25,545.54","26,453.61","25,543.15","4.88B","3.81%"
"2020年7月3日","25,373.12","25,319.28","25,453.58","25,182.60","2.32B","0.99%"
"2020年7月2日","25,124.19","24,563.57","25,124.19","24,563.57","2.75B","2.85%"
"2020年6月30日","24,427.19","24,468.24","24,598.61","24,271.77","1.89B","0.52%"
"2020年6月29日","24,301.28","24,627.64","24,627.64","24,148.62","1.84B","-1.01%"
"2020年6月26日","24,549.99","24,697.98","24,756.58","24,537.77","1.51B","-0.93%"
"2020年6月24日","24,781.58","25,034.87","25,071.32","24,770.95","1.43B","-0.50%"
"2020年6月23日","24,907.34","24,541.44","24,907.34","24,184.88","1.55B","1.62%"
"2020年6月22日","24,511.34","24,528.53","24,628.95","24,391.17","1.61B","-0.54%"
"2020年6月19日","24,643.89","24,373.36","24,776.54","24,334.36","2.39B","0.73%"
"2020年6月18日","24,464.94","24,386.31","24,464.94","24,121.89","1.81B","-0.07%"
"2020年6月17日","24,481.41","24,363.39","24,532.01","24,195.82","1.28B","0.56%"
"2020年6月16日","24,344.09","24,318.15","24,534.77","24,302.25","1.61B","2.39%"
"2020年6月15日","23,776.95","23,991.38","24,242.97","23,684.96","2.10B","-2.16%"
"2020年6月12日","24,301.38","23,920.70","24,317.72","23,895.03","1.82B","-0.69%"
"2020年6月11日","24,469.00","24,975.00","25,092.50","24,465.00","-","-2.32%"
"2020年6月10日","25,049.73","25,179.03","25,303.78","24,968.30","1.97B","-0.03%"
"2020年6月9日","25,057.22","24,906.01","25,253.67","24,837.73","2.20B","1.13%"
"2020年6月8日","24,776.77","25,018.05","25,018.78","24,678.55","2.12B","0.03%"
"2020年6月5日","24,770.41","24,388.18","24,810.22","24,253.56","2.40B","1.66%"
"2020年6月4日","24,366.30","24,643.84","24,643.84","24,204.10","1.89B","0.17%"
"2020年6月3日","24,325.62","24,303.56","24,364.01","24,219.96","2.46B","1.37%"
"2020年6月2日","23,995.94","23,792.24","23,995.94","23,766.15","1.81B","1.11%"
"2020年6月1日","23,732.52","23,539.91","23,806.32","23,539.91","2.57B","3.36%"
"2020年5月29日","22,961.47","22,781.11","23,089.77","22,781.11","3.62B","-0.74%"
"2020年5月28日","23,132.76","23,206.75","23,451.78","22,779.62","2.36B","-0.72%"
"2020年5月27日","23,301.36","23,515.14","23,515.14","23,134.61","1.84B","-0.36%"
"2020年5月26日","23,384.66","23,198.34","23,481.48","23,165.49","1.42B","1.88%"
"2020年5月25日","22,952.24","22,725.70","22,968.65","22,519.73","1.77B","0.10%"
"2020年5月22日","22,930.14","23,756.91","23,756.91","22,878.26","3.68B","-5.56%"
"2020年5月21日","24,280.03","24,528.91","24,528.91","24,208.16","1.47B","-0.49%"
"2020年5月20日","24,399.95","24,462.90","24,514.87","24,315.75","1.43B","0.05%"
"2020年5月19日","24,388.13","24,489.55","24,552.55","24,314.45","2.02B","1.89%"
"2020年5月18日","23,934.77","23,736.67","23,952.05","23,722.17","1.65B","0.58%"
"2020年5月15日","23,797.47","23,834.68","23,985.12","23,671.61","1.51B","-0.14%"
"2020年5月14日","23,829.74","24,038.07","24,081.19","23,790.27","1.70B","-1.45%"
"2020年5月13日","24,180.30","24,111.67","24,320.20","23,979.37","1.36B","-0.27%"
"2020年5月12日","24,245.68","24,358.00","24,411.04","24,136.20","1.48B","-1.45%"
"2020年5月11日","24,602.06","24,470.18","24,766.83","24,470.18","1.46B","1.53%"
"2020年5月8日","24,230.17","24,193.36","24,263.73","24,097.12","1.27B","1.04%"
"2020年5月7日","23,980.63","24,120.81","24,120.81","23,913.50","1.32B","-0.65%"
"2020年5月6日","24,137.48","23,868.02","24,235.03","23,868.02","1.89B","1.13%"
"2020年5月5日","23,868.66","23,755.77","23,928.45","23,697.88","1.33B","1.08%"
"2020年5月4日","23,613.80","23,895.11","23,897.53","23,584.95","2.56B","-4.18%"
"2020年4月29日","24,643.59","24,786.02","24,855.47","24,549.62","1.65B","0.28%"
"2020年4月28日","24,575.96","24,401.12","24,582.66","24,176.88","1.69B","1.22%"
"2020年4月27日","24,280.14","24,030.66","24,318.81","24,030.54","1.59B","1.88%"
"2020年4月24日","23,831.33","23,844.55","23,957.17","23,730.49","1.30B","-0.61%"
"2020年4月23日","23,977.32","23,983.65","24,107.88","23,806.30","1.81B","0.35%"
"2020年4月22日","23,893.36","23,540.54","23,939.29","23,483.31","1.67B","0.42%"
"2020年4月21日","23,793.55","24,247.84","24,247.84","23,676.13","2.16B","-2.20%"
"2020年4月20日","24,330.02","24,503.56","24,503.56","24,225.55","1.38B","-0.21%"
"2020年4月17日","24,380.00","24,457.83","24,666.64","24,308.78","1.94B","1.56%"
"2020年4月16日","24,006.45","24,025.45","24,102.91","23,854.79","1.87B","-0.58%"
"2020年4月15日","24,145.34","24,499.86","24,603.60","24,090.50","1.91B","-1.19%"
"2020年4月14日","24,435.40","24,347.61","24,546.39","24,283.13","2.05B","0.56%"
"2020年4月9日","24,300.33","24,181.32","24,308.69","24,045.18","1.73B","1.38%"
"2020年4月8日","23,970.37","24,191.32","24,191.32","23,897.40","1.84B","-1.17%"
"2020年4月7日","24,253.29","24,093.05","24,262.01","23,796.03","2.54B","2.12%"
"2020年4月6日","23,749.12","23,558.83","23,832.93","23,271.47","1.83B","2.21%"
"2020年4月3日","23,236.11","23,072.95","23,236.11","23,030.58","1.87B","-0.19%"
"2020年4月2日","23,280.06","22,838.67","23,280.06","22,756.13","2.56B","0.84%"
"2020年4月1日","23,085.79","23,365.90","23,540.01","22,947.64","2.88B","-2.19%"
"2020年3月31日","23,603.48","23,613.27","23,627.53","23,238.04","2.88B","1.85%"
"2020年3月30日","23,175.11","23,020.85","23,491.51","22,973.33","2.55B","-1.32%"
"2020年3月27日","23,484.28","23,768.41","23,791.20","23,354.01","2.20B","0.56%"
"2020年3月26日","23,352.34","23,604.83","23,604.83","23,163.67","2.52B","-0.74%"
"2020年3月25日","23,527.19","23,255.91","23,569.45","23,062.23","3.61B","3.81%"
"2020年3月24日","22,663.49","22,497.57","22,753.01","22,383.25","3.61B","4.46%"
"2020年3月23日","21,696.13","21,659.55","22,064.31","21,659.55","3.48B","-4.86%"
"2020年3月20日","22,805.07","22,147.34","22,805.07","22,147.34","4.53B","5.05%"
"2020年3月19日","21,709.13","22,221.38","22,380.34","21,139.26","5.63B","-2.61%"
"2020年3月18日","22,291.82","23,023.34","23,425.03","22,167.42","4.22B","-4.18%"
"2020年3月17日","23,263.73","23,001.76","23,401.20","22,676.46","3.64B","0.87%"
"2020年3月16日","23,063.57","23,317.81","23,631.53","22,842.25","4.07B","-4.03%"
"2020年3月13日","24,032.91","22,519.32","24,184.48","22,519.32","5.50B","-1.14%"
"2020年3月12日","24,309.07","24,657.67","24,657.67","24,117.94","3.75B","-3.66%"
"2020年3月11日","25,231.61","25,459.96","25,493.23","25,140.38","2.63B","-0.63%"
"2020年3月10日","25,392.51","25,285.68","25,578.61","24,978.97","3.23B","1.41%"
"2020年3月9日","25,040.46","25,134.02","25,321.28","24,948.38","4.68B","-4.23%"
"2020年3月6日","26,146.67","26,397.78","26,408.80","26,084.23","2.65B","-2.32%"
"2020年3月5日","26,767.87","26,348.16","26,805.58","26,315.36","2.52B","2.08%"
"2020年3月4日","26,222.07","26,321.56","26,372.48","26,038.39","1.96B","-0.24%"
"2020年3月3日","26,284.82","26,419.13","26,527.75","26,233.39","2.14B","-0.03%"
"2020年3月2日","26,291.68","26,077.73","26,375.91","26,077.73","2.20B","0.62%"
"2020年2月28日","26,129.93","26,249.06","26,313.55","25,989.41","3.19B","-2.42%"
"2020年2月27日","26,778.62","26,529.17","26,849.57","26,419.97","2.11B","0.31%"
"2020年2月26日","26,696.49","26,479.90","26,776.06","26,479.90","2.04B","-0.73%"
"2020年2月25日","26,893.23","26,722.39","26,914.05","26,667.04","1.92B","0.27%"
"2020年2月24日","26,820.88","27,105.35","27,105.35","26,813.22","2.04B","-1.79%"
"2020年2月21日","27,308.81","27,450.46","27,484.53","27,264.78","1.77B","-1.09%"
"2020年2月20日","27,609.16","27,767.28","27,767.28","27,383.13","1.58B","-0.17%"
"2020年2月19日","27,655.81","27,486.46","27,697.46","27,448.60","1.47B","0.46%"
"2020年2月18日","27,530.20","27,766.50","27,771.30","27,496.25","1.59B","-1.54%"
"2020年2月17日","27,959.60","27,766.71","28,055.58","27,766.71","1.41B","0.52%"
"2020年2月14日","27,815.60","27,698.56","27,960.66","27,695.59","1.45B","0.31%"
"2020年2月13日","27,730.00","27,953.65","27,953.65","27,695.60","1.62B","-0.34%"
"2020年2月12日","27,823.66","27,717.22","27,892.48","27,614.83","1.80B","0.87%"
"2020年2月11日","27,583.88","27,514.25","27,674.81","27,436.99","1.87B","1.26%"
"2020年2月10日","27,241.34","27,092.15","27,314.64","27,044.88","1.61B","-0.59%"
"2020年2月7日","27,404.27","27,356.28","27,410.58","27,224.12","1.46B","-0.33%"
"2020年2月6日","27,493.70","27,174.53","27,608.22","27,029.49","2.25B","2.64%"
"2020年2月5日","26,786.74","26,869.32","26,926.12","26,641.92","2.50B","0.42%"
"2020年2月4日","26,675.98","26,491.66","26,730.26","26,491.66","2.50B","1.21%"
"2020年2月3日","26,356.98","26,189.61","26,512.58","26,145.59","2.42B","0.17%"
"2020年1月31日","26,312.63","26,757.61","26,818.84","26,295.49","1.87B","-0.52%"
"2020年1月30日","26,449.13","27,030.61","27,134.55","26,330.05","2.22B","-2.62%"
"2020年1月29日","27,160.63","27,101.54","27,333.30","27,101.54","2.20B","-2.82%"
"2020年1月24日","27,949.64","27,935.42","27,977.63","27,774.50","612.13M","0.15%"
"2020年1月23日","27,909.12","28,109.75","28,133.03","27,706.37","1.75B","-1.52%"
"2020年1月22日","28,341.04","28,116.50","28,393.93","27,937.68","1.34B","1.27%"
"2020年1月21日","27,985.33","28,449.38","28,492.03","27,980.50","2.24B","-2.81%"
"2020年1月20日","28,795.91","29,169.12","29,174.92","28,795.42","1.63B","-0.90%"
"2020年1月17日","29,056.42","28,988.16","29,101.15","28,813.13","1.55B","0.60%"
"2020年1月16日","28,883.04","28,806.12","28,987.73","28,709.57","1.62B","0.38%"
"2020年1月15日","28,773.59","28,891.07","28,972.68","28,619.10","1.24B","-0.39%"
"2020年1月14日","28,885.14","29,149.53","29,149.53","28,790.49","1.64B","-0.24%"
"2020年1月13日","28,954.94","28,772.37","28,971.40","28,671.84","1.77B","1.11%"
"2020年1月10日","28,638.20","28,665.14","28,665.14","28,504.27","1.45B","0.27%"
"2020年1月9日","28,561.00","28,367.65","28,561.00","28,325.86","1.69B","1.68%"
"2020年1月8日","28,087.92","27,999.58","28,198.61","27,857.73","1.71B","-0.83%"
"2020年1月7日","28,322.06","28,352.68","28,473.08","28,264.07","1.30B","0.34%"
"2020年1月6日","28,226.19","28,326.50","28,367.87","28,054.29","1.79B","-0.79%"
"2020年1月3日","28,451.50","28,828.36","28,883.30","28,428.17","1.80B","-0.32%"
"2020年1月2日","28,543.52","28,249.37","28,543.52","28,245.97","1.26B","1.25%"
"2019年12月31日","28,189.75","28,241.43","28,298.46","28,123.86","873.71M","-0.46%"
"2019年12月30日","28,319.39","28,250.48","28,418.65","28,165.13","1.42B","0.33%"
"2019年12月27日","28,225.42","28,033.66","28,226.11","28,000.62","1.38B","1.30%"
"2019年12月24日","27,864.21","27,901.51","27,921.29","27,792.66","483.98M","-0.15%"
"2019年12月23日","27,906.41","28,024.62","28,024.62","27,830.08","1.22B","0.13%"
"2019年12月20日","27,871.35","27,834.55","27,959.52","27,740.66","1.68B","0.25%"
"2019年12月19日","27,800.49","27,908.78","27,908.78","27,675.24","1.30B","-0.30%"
"2019年12月18日","27,884.21","27,946.74","27,970.76","27,775.98","1.84B","0.15%"
"2019年12月17日","27,843.71","27,630.69","27,894.72","27,563.44","1.93B","1.22%"
"2019年12月16日","27,508.09","27,530.50","27,715.93","27,473.32","1.42B","-0.65%"
"2019年12月13日","27,687.76","27,494.51","27,687.76","27,405.26","2.21B","2.57%"
"2019年12月12日","26,994.14","26,837.94","27,048.98","26,837.94","1.45B","1.31%"
"2019年12月11日","26,645.43","26,410.09","26,659.98","26,364.43","1.41B","0.79%"
"2019年12月10日","26,436.62","26,378.99","26,527.09","26,355.53","956.29M","-0.22%"
"2019年12月9日","26,494.73","26,513.97","26,618.25","26,432.27","1.30B","-0.01%"
"2019年12月6日","26,498.37","26,345.20","26,520.08","26,309.34","1.64B","1.07%"
"2019年12月5日","26,217.04","26,300.51","26,300.51","26,134.06","1.23B","0.59%"
"2019年12月4日","26,062.56","26,071.39","26,191.79","25,995.15","1.50B","-1.25%"
"2019年12月3日","26,391.30","26,315.97","26,424.12","26,063.02","1.80B","-0.20%"
"2019年12月2日","26,444.72","26,475.34","26,511.55","26,393.09","1.35B","0.37%"
"2019年11月29日","26,346.49","26,705.38","26,705.38","26,308.10","2.00B","-2.03%"
"2019年11月28日","26,893.73","26,763.63","26,991.80","26,763.63","998.84M","-0.22%"
"2019年11月27日","26,954.00","26,943.52","26,974.28","26,866.80","1.13B","0.15%"
"2019年11月26日","26,913.92","27,183.90","27,227.87","26,913.92","2.42B","-0.29%"
"2019年11月25日","26,993.04","26,873.35","27,114.22","26,852.89","1.50B","1.50%"
"2019年11月22日","26,595.08","26,584.88","26,690.17","26,487.67","1.10B","0.48%"
"2019年11月21日","26,466.88","26,587.59","26,587.59","26,306.02","1.71B","-1.57%"
"2019年11月20日","26,889.61","26,936.79","26,962.17","26,804.35","1.33B","-0.75%"
"2019年11月19日","27,093.80","26,671.32","27,093.80","26,605.63","1.54B","1.55%"
"2019年11月18日","26,681.09","26,442.39","26,702.16","26,406.35","1.43B","1.35%"
"2019年11月15日","26,326.66","26,529.95","26,544.65","26,300.08","1.18B","0.01%"
"2019年11月14日","26,323.69","26,444.23","26,605.96","26,203.97","1.55B","-0.93%"
"2019年11月13日","26,571.46","26,761.16","26,761.16","26,465.33","1.86B","-1.82%"
"2019年11月12日","27,065.28","27,064.26","27,076.67","26,794.61","1.15B","0.52%"
"2019年11月11日","26,926.55","27,361.41","27,361.41","26,830.47","1.92B","-2.62%"
"2019年11月8日","27,651.14","27,894.56","27,894.56","27,582.29","1.49B","-0.70%"
"2019年11月7日","27,847.23","27,690.60","27,900.80","27,534.91","1.35B","0.57%"
"2019年11月6日","27,688.64","27,636.33","27,750.91","27,547.77","1.32B","0.02%"
"2019年11月5日","27,683.40","27,601.10","27,733.07","27,463.33","1.75B","0.49%"
"2019年11月4日","27,547.30","27,299.88","27,547.30","27,299.46","1.78B","1.65%"
"2019年11月1日","27,100.76","26,806.44","27,102.42","26,800.57","1.42B","0.72%"
"2019年10月31日","26,906.72","26,708.45","27,009.50","26,708.45","1.91B","0.90%"
"2019年10月30日","26,667.71","26,766.98","26,809.53","26,602.95","1.55B","-0.44%"
"2019年10月29日","26,786.76","27,027.56","27,027.56","26,729.06","1.52B","-0.39%"
"2019年10月28日","26,891.26","26,770.11","27,005.68","26,762.70","1.48B","0.84%"
"2019年10月25日","26,667.39","26,795.64","26,795.64","26,621.18","1.15B","-0.49%"
"2019年10月24日","26,797.95","26,651.03","26,810.43","26,592.18","1.50B","0.87%"
"2019年10月23日","26,566.73","26,771.98","26,818.99","26,491.71","1.27B","-0.82%"
"2019年10月22日","26,786.20","26,813.81","26,844.29","26,698.30","1.50B","0.23%"
"2019年10月21日","26,725.68","26,715.22","26,818.44","26,658.32","1.05B","0.02%"
"2019年10月18日","26,719.58","26,910.55","26,985.08","26,650.13","1.54B","-0.48%"
"2019年10月17日","26,848.49","26,809.04","26,956.82","26,729.51","1.40B","0.69%"
